,Id,Status Category,Probability of conversion,Use Case,Created Date
42336,mguyhk4y,Waiting,0.4,Corporate Events,2019-08-11
42337,Ef9HyCCG,Qualified,0.5,Corporate Events,2019-08-11
42338,latctgft,Discarded,0.1,Corporate Events,2019-08-11
42339,xdsAoXOp,Qualified,0.5,Educational Seminars,2019-08-11
42340,k416o5vc,Engaged,0.45,Corporate Events,2019-08-11
42341,swRaO7qu,Discarded,0.1,Corporate Events,2019-08-11
42342,lnxdup8x,Waiting,0.4,Educational Seminars,2019-08-11
42343,OfHmdSHL,Discarded,0.1,Indefinite,2019-08-11
42344,dQogfehE,Qualified,0.5,Educational Seminars,2019-08-11
42345,evwxp6x0,Discarded,0.1,Corporate Events,2019-08-11
42346,qLKOYoIR,Waiting,0.4,Indefinite,2019-08-11
42347,36Bg5dtL,Process,0.3,Corporate Events,2019-08-11
42348,egkguzme,Discarded,0.1,Corporate Events,2019-08-11
42349,UvqNbaKO,Qualified,0.5,Corporate Events,2019-08-11
42350,mlpyvnm5,Waiting,0.4,Corporate Events,2019-08-11
42351,pd85bm9z,Waiting,0.4,Corporate Events,2019-08-11
42352,4dy6huog,Waiting,0.4,Corporate Events,2019-08-11
42353,vL3Gy49g,Qualified,0.5,Educational Seminars,2019-08-11
42354,bNV9mzWj,Qualified,0.5,Corporate Events,2019-08-11
42355,Sywc4pKL,Waiting,0.4,Sports Events,2019-08-11
42356,F9Zln3of,Waiting,0.4,Sports Events,2019-08-11
42357,1ovb8gdt,Waiting,0.4,Corporate Events,2019-08-11
42358,J0se3cWE,Discarded,0.1,Sports Events,2019-08-11
42359,y3s45hd6,Waiting,0.4,Corporate Events,2019-08-11
42360,7lqln422,Discarded,0.1,Indefinite,2019-08-11
42361,4AchoCmb,Discarded,0.1,Indefinite,2019-08-11
42362,0smsf9v8,Waiting,0.4,Corporate Events,2019-08-11
42363,3r9ifaiz,Discarded,0.1,Indefinite,2019-08-11
42364,nlnr3aht,Waiting,0.4,Corporate Events,2019-08-11
42365,O7H6x2Oy,Discarded,0.1,Sports Events,2019-08-11
42366,WE0h73bM,Discarded,0.1,Indefinite,2019-08-11
42367,w4g1n8o1,Waiting,0.4,Corporate Events,2019-08-11
42368,3wmjdoff,Waiting,0.4,Indefinite,2019-08-11
42369,8AH1UMKG,Qualified,0.5,Sports Events,2019-08-11
42370,6dyvrojw,Waiting,0.4,Corporate Events,2019-08-11
42371,21dPaX1T,Waiting,0.4,Indefinite,2019-08-11
42372,uo1wjavs,Waiting,0.4,Corporate Events,2019-08-11
42373,ft4ztyfn,Waiting,0.4,Indefinite,2019-08-11
42374,hv44853e,Engaged,0.45,Corporate Events,2019-08-11
42375,s7n4i86v,Waiting,0.4,Educational Seminars,2019-08-11
42376,okz8m2g2,Waiting,0.4,Corporate Events,2019-08-11
42377,ti2zplr8,Discarded,0.1,Corporate Events,2019-08-11
42378,wel77u04,Waiting,0.4,Educational Seminars,2019-08-11
42379,v5q5ub3o,Engaged,0.45,Corporate Events,2019-08-11
42380,oF3lexZg,Waiting,0.4,Corporate Events,2019-08-11
42381,IyDprh4Z,Waiting,0.4,Corporate Events,2019-08-11
42382,OiKaBzux,Discarded,0.1,Indefinite,2019-08-11
42383,2s9f6xv0,Waiting,0.4,Indefinite,2019-08-11
42384,we17vqru,Waiting,0.4,Corporate Events,2019-08-12
42385,tdwxosgo,Waiting,0.4,Indefinite,2019-08-12
42386,w78iaib9,Waiting,0.4,Corporate Events,2019-08-12
42387,ILtcFI0v,Waiting,0.4,Sports Events,2019-08-12
42388,2sDzROR3,Qualified,0.5,Corporate Events,2019-08-12
42389,nfkyqjGj,Waiting,0.4,Indefinite,2019-08-12
42390,bff4nhb8,Discarded,0.1,Corporate Events,2019-08-12
42391,v5fybz6x,Discarded,0.1,Corporate Events,2019-08-12
42392,aXSSePij,Waiting,0.4,Indefinite,2019-08-12
42393,VNthhe6S,Waiting,0.4,Indefinite,2019-08-12
42394,3AK9wAVr,Engaged,0.45,Corporate Events,2019-08-12
42395,a74ldMeS,Waiting,0.4,Indefinite,2019-08-12
42396,oCrkojC6,Qualified,0.5,Corporate Events,2019-08-12
42397,vXcr6uou,Discarded,0.1,Sports Events,2019-08-12
42398,g4x96jou,Discarded,0.1,Corporate Events,2019-08-12
42399,EZ2lhmPD,Discarded,0.1,Indefinite,2019-08-12
42400,Sw11bVeI,Waiting,0.4,Corporate Events,2019-08-12
42401,bpfh43ml,Waiting,0.4,Indefinite,2019-08-12
42402,3mg6xjbx,Waiting,0.4,Indefinite,2019-08-12
42403,NwdTldjl,Qualified,0.5,Corporate Events,2019-08-12
42404,8c7ssdwb,Waiting,0.4,Corporate Events,2019-08-12
42405,G445bbys,Process,0.3,Sports Events,2019-08-12
42406,8NcNwnPN,Waiting,0.4,Sports Events,2019-08-12
42407,u4fZ6CZ6,Discarded,0.1,Sports Events,2019-08-12
42408,LjleH5cx,Waiting,0.4,Sports Events,2019-08-12
42409,i86pQE6Q,Discarded,0.1,Sports Events,2019-08-12
42410,QU6DIiqE,Waiting,0.4,Sports Events,2019-08-12
42411,ial71bDj,Waiting,0.4,Sports Events,2019-08-12
42412,QXiSgZOt,Discarded,0.1,Sports Events,2019-08-12
42413,ALumhUqm,Waiting,0.4,Sports Events,2019-08-12
42414,OeRBXIaB,Discarded,0.1,Sports Events,2019-08-12
42415,muAj1G87,Waiting,0.4,Sports Events,2019-08-12
42416,eBfkcC6r,Waiting,0.4,Sports Events,2019-08-12
42417,wtd1Br5M,Discarded,0.1,Sports Events,2019-08-12
42418,SBCH5HIP,Waiting,0.4,Sports Events,2019-08-12
42419,oxwXOdsV,Waiting,0.4,Sports Events,2019-08-12
42420,kRORghJi,Waiting,0.4,Sports Events,2019-08-12
42421,4dyKgSGm,Discarded,0.1,Sports Events,2019-08-12
42422,4RkZXuye,Discarded,0.1,Sports Events,2019-08-12
42423,DKGwONt7,Discarded,0.1,Sports Events,2019-08-12
42424,QlIbQ3Cj,Waiting,0.4,Sports Events,2019-08-12
42425,Ih6DEpWq,Qualified,0.5,Educational Seminars,2019-08-12
42426,58JYVclg,Waiting,0.4,Sports Events,2019-08-12
42427,Du1foWAA,Waiting,0.4,Sports Events,2019-08-12
42428,InGnl2Nb,Discarded,0.1,Sports Events,2019-08-12
42429,x6taCcEr,Waiting,0.4,Sports Events,2019-08-12
42430,xQYeNG8W,Waiting,0.4,Sports Events,2019-08-12
42431,04prjQjR,Waiting,0.4,Corporate Events,2019-08-12
42432,KoD6THsd,Waiting,0.4,Sports Events,2019-08-12
42433,TFkqyJxv,Waiting,0.4,Sports Events,2019-08-12
42434,3Xt4SoFJ,Discarded,0.1,Sports Events,2019-08-12
42435,PHc6ddy9,Discarded,0.1,Sports Events,2019-08-12
42436,GIZXAyNY,Waiting,0.4,Sports Events,2019-08-12
42437,Rqw7AIyS,Waiting,0.4,Sports Events,2019-08-12
42438,6WMuIzkK,Waiting,0.4,Sports Events,2019-08-12
42439,IJjVfh3p,Waiting,0.4,Sports Events,2019-08-12
42440,J8dKfarm,Waiting,0.4,Sports Events,2019-08-12
42441,uA8AC0pw,Process,0.3,Sports Events,2019-08-12
42442,IPI7oQ3I,Waiting,0.4,Educational Seminars,2019-08-12
42443,8WCEyE49,Waiting,0.4,Sports Events,2019-08-12
42444,vzqdzOql,Waiting,0.4,Sports Events,2019-08-12
42445,LSV4dVzM,Qualified,0.5,Corporate Events,2019-08-12
42446,COgzpeOw,Waiting,0.4,Sports Events,2019-08-12
42447,z0NGg6ZS,Waiting,0.4,Sports Events,2019-08-12
42448,0fqQG21f,Waiting,0.4,Educational Seminars,2019-08-12
42449,qx6rZAPN,Waiting,0.4,Sports Events,2019-08-12
42450,AEUjLhhO,Waiting,0.4,Sports Events,2019-08-12
42451,hczwUjAp,Waiting,0.4,Sports Events,2019-08-12
42452,PfAX4VY2,Waiting,0.4,Sports Events,2019-08-12
42453,s73Lk1mN,Waiting,0.4,Sports Events,2019-08-12
42454,bLnvJzNc,Waiting,0.4,Sports Events,2019-08-12
42455,b1ldZfiO,Waiting,0.4,Sports Events,2019-08-12
42456,UOqCo0Mg,Waiting,0.4,Sports Events,2019-08-12
42457,k1UCDSum,Waiting,0.4,Sports Events,2019-08-12
42458,yAWUGUUE,Qualified,0.5,Corporate Events,2019-08-12
42459,yhsLoHCU,Waiting,0.4,Sports Events,2019-08-12
42460,63uHJrTU,Waiting,0.4,Sports Events,2019-08-12
42461,at4DXgbD,Waiting,0.4,Sports Events,2019-08-12
42462,hmSav7Cx,Waiting,0.4,Educational Seminars,2019-08-12
42463,y9PSaGcF,Waiting,0.4,Educational Seminars,2019-08-12
42464,KEKdGmbN,Waiting,0.4,Educational Seminars,2019-08-12
42465,LXeB5avX,Qualified,0.5,Corporate Events,2019-08-12
42466,XVZ2KHDw,Waiting,0.4,Sports Events,2019-08-12
42467,ICFfjoyX,Waiting,0.4,Sports Events,2019-08-12
42468,0PJPpGvS,Qualified,0.5,Corporate Events,2019-08-12
42469,nqZT8pCy,Waiting,0.4,Sports Events,2019-08-12
42470,oa5uyzrk,Waiting,0.4,Sports Events,2019-08-12
42471,aMv46ovz,Discarded,0.1,Sports Events,2019-08-12
42472,L6zFuheB,Discarded,0.1,Sports Events,2019-08-12
42473,YD9ngKxD,Discarded,0.1,Sports Events,2019-08-12
42474,NYyUmBk4,Waiting,0.4,Sports Events,2019-08-12
42475,JDKVRYrY,Waiting,0.4,Sports Events,2019-08-12
42476,o3kK0K3A,Waiting,0.4,Corporate Events,2019-08-12
42477,3XfTgco2,Waiting,0.4,Sports Events,2019-08-12
42478,QWjsyq5d,Waiting,0.4,Sports Events,2019-08-12
42479,86emV5Bk,Discarded,0.1,Sports Events,2019-08-12
42480,1bzkEg1s,Process,0.3,Educational Seminars,2019-08-12
42481,S5ngxfQc,Waiting,0.4,Sports Events,2019-08-12
42482,rf08GcbG,Waiting,0.4,Educational Seminars,2019-08-12
42483,XrxD80Sb,Waiting,0.4,Sports Events,2019-08-12
42484,2plHB0fP,Waiting,0.4,Sports Events,2019-08-12
42485,cP5Y9QOr,Discarded,0.1,Sports Events,2019-08-12
42486,Y2EyhiD9,Waiting,0.4,Sports Events,2019-08-12
42487,qD4cn674,Waiting,0.4,Sports Events,2019-08-12
42488,gefu3KVv,Discarded,0.1,Sports Events,2019-08-12
42489,DMkfkzUD,Discarded,0.1,Sports Events,2019-08-12
42490,O65Su1rx,Qualified,0.5,Educational Seminars,2019-08-12
42491,u5gVGhbK,Waiting,0.4,Sports Events,2019-08-12
42492,PYX3B9PK,Waiting,0.4,Sports Events,2019-08-12
42493,8e2H2mtf,Waiting,0.4,Sports Events,2019-08-12
42494,bbKCLe7S,Waiting,0.4,Sports Events,2019-08-12
42495,bm7RcV6f,Waiting,0.4,Sports Events,2019-08-12
42496,x5wyeaYD,Waiting,0.4,Educational Seminars,2019-08-12
42497,pGhTaZOc,Waiting,0.4,Sports Events,2019-08-12
42498,LrMgUdXZ,Waiting,0.4,Educational Seminars,2019-08-12
42499,KY8CCMg3,Waiting,0.4,Sports Events,2019-08-12
42500,VuyEnJCm,Discarded,0.1,Sports Events,2019-08-12
42501,eA1l97aS,Discarded,0.1,Corporate Events,2019-08-12
42502,547TQ0XR,Discarded,0.1,Sports Events,2019-08-12
42503,6ux1wbqg,Qualified,0.5,Concerts and festivals,2019-08-12
42504,suljp7l1,Waiting,0.4,Corporate Events,2019-08-12
42505,vuxwxq3v,Discarded,0.1,Educational Seminars,2019-08-12
42506,klx5xgnr,Waiting,0.4,Corporate Events,2019-08-12
42507,ky7uchio,Discarded,0.1,Corporate Events,2019-08-12
42508,v3JwFfDM,Discarded,0.1,Sports Events,2019-08-12
42509,pn2pl5n1,Waiting,0.4,Indefinite,2019-08-12
42510,I6zLZHTP,Discarded,0.1,Indefinite,2019-08-12
42511,XjhNYht6,Discarded,0.1,Sports Events,2019-08-12
42512,90o2fsvn,Waiting,0.4,Corporate Events,2019-08-12
42513,9ULwCDbs,Waiting,0.4,Educational Seminars,2019-08-12
42514,d2s0gjml,Discarded,0.1,Corporate Events,2019-08-12
42515,b5ftg77c,Engaged,0.45,Corporate Events,2019-08-12
42516,el59wj9v,Discarded,0.1,Indefinite,2019-08-12
42517,lqqpcnxh,Waiting,0.4,Educational Seminars,2019-08-12
42518,evo5wov8,Waiting,0.4,Indefinite,2019-08-12
42519,KzT8vbvs,Discarded,0.1,Sports Events,2019-08-12
42520,QAO17J4e,Waiting,0.4,Indefinite,2019-08-12
42521,01t20var,Waiting,0.4,Corporate Events,2019-08-12
42522,0dfgs4u6,Discarded,0.1,Corporate Events,2019-08-12
42523,u9ipxk57,Qualified,0.5,Concerts and festivals,2019-08-12
42524,v26zmh35,Waiting,0.4,Corporate Events,2019-08-12
42525,ii5STgsC,Waiting,0.4,Indefinite,2019-08-12
42526,fj2gsjx2,Waiting,0.4,Corporate Events,2019-08-12
42527,cnxpe34r,Waiting,0.4,Corporate Events,2019-08-12
42528,zItwIyIf,Waiting,0.4,Indefinite,2019-08-12
42529,sWiMR6ds,Waiting,0.4,Sports Events,2019-08-12
42530,F6Pjoqzl,Qualified,0.5,Educational Seminars,2019-08-12
42531,ra31g1oi,Waiting,0.4,Corporate Events,2019-08-12
42532,Lf8eocOm,Waiting,0.4,Indefinite,2019-08-12
42533,t5YhVyWk,Waiting,0.4,Educational Seminars,2019-08-12
42534,u7qjjo8g,Waiting,0.4,Corporate Events,2019-08-12
42535,IiV66kPy,Waiting,0.4,Indefinite,2019-08-12
42536,5h3eand6,Discarded,0.1,Corporate Events,2019-08-12
42537,6vmjfa1c,Waiting,0.4,Corporate Events,2019-08-12
42538,jbzktzzy,Waiting,0.4,Indefinite,2019-08-12
42539,0qq56ddm,Waiting,0.4,Corporate Events,2019-08-12
42540,sisuo8ce,Waiting,0.4,Corporate Events,2019-08-12
42541,mjAYeqLO,Waiting,0.4,Sports Events,2019-08-12
42542,34pk49cr,Waiting,0.4,Corporate Events,2019-08-12
42543,t6p2jdlc,Waiting,0.4,Corporate Events,2019-08-12
42544,uyaMR0Sl,Waiting,0.4,Indefinite,2019-08-12
42545,mooo97h8,Discarded,0.1,Corporate Events,2019-08-12
42546,kwg4oznw,Waiting,0.4,Corporate Events,2019-08-12
42547,YQMwASFQ,Discarded,0.1,Indefinite,2019-08-12
42548,oAOnKuD8,Waiting,0.4,Indefinite,2019-08-12
42549,jaVLPnRk,Engaged,0.45,Wedding Planning,2019-08-12
42550,ox0hba8q,Waiting,0.4,Indefinite,2019-08-12
42551,rl4bgSG6,Waiting,0.4,Sports Events,2019-08-12
42552,Njj4vYFW,Process,0.3,Sports Events,2019-08-12
42553,5d0f5xer,Waiting,0.4,Corporate Events,2019-08-12
42554,8eadxdgi,Discarded,0.1,Indefinite,2019-08-12
42555,379419es,Waiting,0.4,Corporate Events,2019-08-12
42556,ldffbp72,Discarded,0.1,Corporate Events,2019-08-12
42557,dbcx2cxq,Discarded,0.1,Corporate Events,2019-08-12
42558,p0g9002Z,Engaged,0.45,Educational Seminars,2019-08-12
42559,f12d2nhn,Discarded,0.1,Corporate Events,2019-08-12
42560,2lxv0s8b,Waiting,0.4,Corporate Events,2019-08-12
42561,DfQ6vmr6,Waiting,0.4,Indefinite,2019-08-12
42562,PoOcpymt,Waiting,0.4,Indefinite,2019-08-12
42563,ae237386,Discarded,0.1,Indefinite,2019-08-12
42564,x6Hdel8Q,Waiting,0.4,Indefinite,2019-08-12
42565,mnkf4m6j,Waiting,0.4,Educational Seminars,2019-08-12
42566,duyadgko,Waiting,0.4,Indefinite,2019-08-12
42567,fx0bIi33,Waiting,0.4,Indefinite,2019-08-12
42568,c8pjdxkv,Waiting,0.4,Educational Seminars,2019-08-12
42569,gamhfbxi,Discarded,0.1,Indefinite,2019-08-13
42570,2n24qv0b,Engaged,0.45,Corporate Events,2019-08-13
42571,s0wmpEcC,Waiting,0.4,Educational Seminars,2019-08-13
42572,Pk48tFry,Waiting,0.4,Indefinite,2019-08-13
42573,vnP39Guo,Qualified,0.5,Sports Events,2019-08-13
42574,f8q6abyk,Waiting,0.4,Educational Seminars,2019-08-13
42575,azhcf7ej,Waiting,0.4,Corporate Events,2019-08-13
42576,4qrzm3mv,Waiting,0.4,Sports Events,2019-08-13
42577,0xuj9w4t,Waiting,0.4,Corporate Events,2019-08-13
42578,vaqpiqck,Waiting,0.4,Indefinite,2019-08-13
42579,6f28z8ar,Waiting,0.4,Corporate Events,2019-08-13
42580,vd4qumg3,Waiting,0.4,Corporate Events,2019-08-13
42581,JDdGIKYD,Waiting,0.4,Indefinite,2019-08-13
42582,wiag39n8,Waiting,0.4,Corporate Events,2019-08-13
42583,duvwlSOb,Waiting,0.4,Educational Seminars,2019-08-13
42584,MH4VfkeF,Qualified,0.5,Corporate Events,2019-08-13
42585,jg9fMXnT,Qualified,0.5,Corporate Events,2019-08-13
42586,wmqol51r,Waiting,0.4,Indefinite,2019-08-13
42587,b8r0fm96,Waiting,0.4,Indefinite,2019-08-13
42588,sQYaYhX3,Discarded,0.1,Indefinite,2019-08-13
42589,Z7oEdR68,Waiting,0.4,Indefinite,2019-08-13
42590,f073z75l,Waiting,0.4,Corporate Events,2019-08-13
42591,j11qzgzz,Engaged,0.45,Corporate Events,2019-08-13
42592,pG2o3xcY,Discarded,0.1,Indefinite,2019-08-13
42593,gu84svkx,Waiting,0.4,Corporate Events,2019-08-13
42594,zfnkbgu4,Waiting,0.4,Corporate Events,2019-08-13
42595,1a0mwr6s,Discarded,0.1,Corporate Events,2019-08-13
42596,NopJVBTW,Engaged,0.45,Educational Seminars,2019-08-13
42597,u3oyghfz,Waiting,0.4,Indefinite,2019-08-13
42598,pia7bpni,Waiting,0.4,Corporate Events,2019-08-13
42599,6bfw0tb3,Waiting,0.4,Corporate Events,2019-08-13
42600,qxyfzq3o,Waiting,0.4,Corporate Events,2019-08-13
42601,ibihp7au,Waiting,0.4,Corporate Events,2019-08-13
42602,uqloqdzo,Discarded,0.1,Corporate Events,2019-08-13
42603,zx31f5po,Waiting,0.4,Indefinite,2019-08-13
42604,rqsrnkx6,Waiting,0.4,Indefinite,2019-08-13
42605,gEysDvsx,Discarded,0.1,Sports Events,2019-08-13
42606,kz640cxl,Waiting,0.4,Indefinite,2019-08-13
42607,lqi3qd8p,Discarded,0.1,Indefinite,2019-08-13
42608,m2ugcduo,Waiting,0.4,Corporate Events,2019-08-13
42609,OkzCg71J,Waiting,0.4,Indefinite,2019-08-13
42610,uCHMdvDU,Waiting,0.4,Sports Events,2019-08-13
42611,h0u6hpkp,Qualified,0.5,Corporate Events,2019-08-13
42612,g27vvf3g,Waiting,0.4,Indefinite,2019-08-13
42613,np9o00xt,Waiting,0.4,Indefinite,2019-08-13
42614,kWJSKDJ1,Waiting,0.4,Indefinite,2019-08-13
42615,ryu2l4nx,Waiting,0.4,Indefinite,2019-08-13
42616,cxp83V30,Qualified,0.5,Corporate Events,2019-08-13
42617,7bjiic81,Discarded,0.1,Corporate Events,2019-08-13
42618,ntov0821,Discarded,0.1,Indefinite,2019-08-13
42619,zRBySIrs,Qualified,0.5,Corporate Events,2019-08-13
42620,VFHrsQqE,Waiting,0.4,Indefinite,2019-08-13
42621,35U6a84j,Waiting,0.4,Sports Events,2019-08-13
42622,95ofTvkW,Qualified,0.5,Corporate Events,2019-08-13
42623,huvvg38a,Waiting,0.4,Indefinite,2019-08-13
42624,tc18xra9,Waiting,0.4,Corporate Events,2019-08-13
42625,pbn6tsnl,Discarded,0.1,Indefinite,2019-08-13
42626,3b20s7q3,Discarded,0.1,Corporate Events,2019-08-13
42627,TUzShVG9,Discarded,0.1,Indefinite,2019-08-13
42628,0qk5qdx7,Engaged,0.45,Corporate Events,2019-08-13
42629,euq1xn4c,Waiting,0.4,Corporate Events,2019-08-13
42630,v3tx4zlq,Waiting,0.4,Corporate Events,2019-08-13
42631,1VfiBpsN,Waiting,0.4,Indefinite,2019-08-13
42632,br1MiSDL,Waiting,0.4,Indefinite,2019-08-13
42633,XPboIOjJ,Discarded,0.1,Sports Events,2019-08-13
42634,0p9hxd7j,Discarded,0.1,Corporate Events,2019-08-13
42635,h6gks1an,Waiting,0.4,Corporate Events,2019-08-13
42636,7d2b9duo,Waiting,0.4,Indefinite,2019-08-13
42637,UMHFDI9h,Discarded,0.1,Sports Events,2019-08-13
42638,lx4snwp0,Waiting,0.4,Corporate Events,2019-08-13
42639,fFjpH3Ui,Waiting,0.4,Indefinite,2019-08-13
42640,c4ksy7aq,Discarded,0.1,Corporate Events,2019-08-13
42641,ghk38izy,Waiting,0.4,Indefinite,2019-08-13
42642,QqdXgIoQ,Discarded,0.1,Sports Events,2019-08-13
42643,rgqmh89f,Discarded,0.1,Corporate Events,2019-08-13
42644,hdblx4i2,Waiting,0.4,Corporate Events,2019-08-13
42645,PDejequf,Discarded,0.1,Wedding Planning,2019-08-13
42646,9iscimuw,Waiting,0.4,Corporate Events,2019-08-13
42647,925u9pdx,Waiting,0.4,Indefinite,2019-08-13
42648,ryk2xj2h,Waiting,0.4,Corporate Events,2019-08-13
42649,97j24k35,Waiting,0.4,Indefinite,2019-08-13
42650,X9H3KLsf,Process,0.3,Indefinite,2019-08-13
42651,0bgv4es4,Waiting,0.4,Corporate Events,2019-08-13
42652,oc60ovsd,Discarded,0.1,Corporate Events,2019-08-13
42653,kVcYopOm,Process,0.3,Indefinite,2019-08-13
42654,c6akklws,Discarded,0.1,Corporate Events,2019-08-13
42655,fkCiu7Ks,Waiting,0.4,Educational Seminars,2019-08-13
42656,agwaiox2,Waiting,0.4,Indefinite,2019-08-13
42657,yeCL8jD8,Discarded,0.1,Indefinite,2019-08-13
42658,3fejj67r,Discarded,0.1,Corporate Events,2019-08-13
42659,Bk3yAxDI,Waiting,0.4,Indefinite,2019-08-13
42660,EMBAKdoS,Discarded,0.1,Indefinite,2019-08-13
42661,wg2c2s7C,Discarded,0.1,Indefinite,2019-08-13
42662,ucjBsCma,Discarded,0.1,Indefinite,2019-08-13
42663,c6vqugo8,Waiting,0.4,Educational Seminars,2019-08-13
42664,o6zqPuUu,Waiting,0.4,Indefinite,2019-08-13
42665,4psJu3xv,Qualified,0.5,Sports Events,2019-08-13
42666,1jZzfrmM,Discarded,0.1,Sports Events,2019-08-14
42667,tstze0yx,Discarded,0.1,Corporate Events,2019-08-14
42668,lgy3yscu,Waiting,0.4,Corporate Events,2019-08-14
42669,ZJrDXKYL,Discarded,0.1,Indefinite,2019-08-14
42670,qmQDeKzT,Waiting,0.4,Indefinite,2019-08-14
42671,kWJCmdab,Waiting,0.4,Indefinite,2019-08-14
42672,vrT0Hx5e,Waiting,0.4,Indefinite,2019-08-14
42673,hdmu97sm,Discarded,0.1,Indefinite,2019-08-14
42674,b3fx82d0,Waiting,0.4,Corporate Events,2019-08-14
42675,lppw847t,Waiting,0.4,Corporate Events,2019-08-14
42676,cn1f91wn,Qualified,0.5,Concerts and festivals,2019-08-14
42677,CYaHglBl,Discarded,0.1,Sports Events,2019-08-14
42678,gggnqx5h,Discarded,0.1,Corporate Events,2019-08-14
42679,b5f3hveb,Waiting,0.4,Corporate Events,2019-08-14
42680,hQCCbqlk,Discarded,0.1,Indefinite,2019-08-14
42681,qg6LAAi1,Engaged,0.45,Indefinite,2019-08-14
42682,mk68rss8,Waiting,0.4,Corporate Events,2019-08-14
42683,331fsmjm,Waiting,0.4,Corporate Events,2019-08-14
42684,ITqg0JWP,Qualified,0.5,Educational Seminars,2019-08-14
42685,V3SoX6sy,Discarded,0.1,Corporate Events,2019-08-14
42686,ee52f5wr,Process,0.3,Indefinite,2019-08-14
42687,im03kbjq,Discarded,0.1,Corporate Events,2019-08-14
42688,mx7wspn5,Qualified,0.5,Concerts and festivals,2019-08-14
42689,AZ5zid76,Waiting,0.4,Indefinite,2019-08-14
42690,Z5v4QxMh,Qualified,0.5,Corporate Events,2019-08-14
42691,tMOB1hEM,Waiting,0.4,Indefinite,2019-08-14
42692,XhdTGPEG,Discarded,0.1,Indefinite,2019-08-14
42693,yzNPRKo4,Process,0.3,Sports Events,2019-08-14
42694,6WcYgIYY,Qualified,0.5,Educational Seminars,2019-08-14
42695,cPI3KqMk,Waiting,0.4,Sports Events,2019-08-14
42696,8f1Ym8ns,Waiting,0.4,Sports Events,2019-08-14
42697,jc61YyTT,Qualified,0.5,Educational Seminars,2019-08-14
42698,gnaa0zq5,Waiting,0.4,Corporate Events,2019-08-14
42699,6On3JXNE,Waiting,0.4,Indefinite,2019-08-14
42700,wp2heqp7,Engaged,0.45,Corporate Events,2019-08-14
42701,rtzayjva,Discarded,0.1,Corporate Events,2019-08-14
42702,teyjew4i,Waiting,0.4,Corporate Events,2019-08-14
42703,grlcpgh3,Process,0.3,Corporate Events,2019-08-14
42704,ZNnK9ox1,Discarded,0.1,Sports Events,2019-08-14
42705,zdmzmc2n,Waiting,0.4,Indefinite,2019-08-14
42706,4gn2t215,Process,0.3,Corporate Events,2019-08-14
42707,mf3XAHZu,Process,0.3,Indefinite,2019-08-14
42708,BzJ8Khdd,Waiting,0.4,Educational Seminars,2019-08-14
42709,31GeqBER,Waiting,0.4,Educational Seminars,2019-08-14
42710,770lxcnt,Engaged,0.45,Corporate Events,2019-08-14
42711,sabnzprr,Waiting,0.4,Educational Seminars,2019-08-14
42712,ujuvi78i,Discarded,0.1,Corporate Events,2019-08-14
42713,hG5wAcpA,Waiting,0.4,Educational Seminars,2019-08-14
42714,HFlNNbrX,Waiting,0.4,Indefinite,2019-08-14
42715,m57lVV9t,Waiting,0.4,Sports Events,2019-08-14
42716,qLUqH1iY,Waiting,0.4,Indefinite,2019-08-14
42717,w2pYkOiO,Qualified,0.5,Corporate Events,2019-08-14
42718,hRjOhA4g,Qualified,0.5,Corporate Events,2019-08-14
42719,o4lf1na2,Waiting,0.4,Corporate Events,2019-08-14
42720,2iAPjS4Z,Discarded,0.1,Indefinite,2019-08-14
42721,wneCLivg,Waiting,0.4,Sports Events,2019-08-14
42722,7zd6XyxV,Qualified,0.5,Corporate Events,2019-08-14
42723,0xgfihq4,Process,0.3,Indefinite,2019-08-14
42724,e8eALqq4,Waiting,0.4,Indefinite,2019-08-14
42725,VgqMzmrO,Process,0.3,Educational Seminars,2019-08-14
42726,wsu10aez,Process,0.3,Indefinite,2019-08-14
42727,Q1omalaK,Discarded,0.1,Sports Events,2019-08-14
42728,xgOkl38w,Discarded,0.1,Sports Events,2019-08-14
42729,a30clgr5,Waiting,0.4,Corporate Events,2019-08-14
42730,lq2ppj39,Discarded,0.1,Corporate Events,2019-08-14
42731,l8bo7uoo,Waiting,0.4,Corporate Events,2019-08-14
42732,haxvts11,Discarded,0.1,Corporate Events,2019-08-14
42733,zDwpNWR4,Waiting,0.4,Indefinite,2019-08-14
42734,bhF37KYk,Waiting,0.4,Indefinite,2019-08-14
42735,rfkdpc63,Waiting,0.4,Indefinite,2019-08-14
42736,aGhNnbV6,Discarded,0.1,Indefinite,2019-08-14
42737,46pq8n1e,Waiting,0.4,Educational Seminars,2019-08-14
42738,3urvao1s,Waiting,0.4,Indefinite,2019-08-14
42739,4nmn92bl,Waiting,0.4,Educational Seminars,2019-08-15
42740,Dt6iUa6v,Waiting,0.4,Educational Seminars,2019-08-15
42741,3daur8lz,Waiting,0.4,Indefinite,2019-08-15
42742,VetRcZRj,Waiting,0.4,Indefinite,2019-08-15
42743,oKfLIgh1,Discarded,0.1,Indefinite,2019-08-15
42744,Ys7siCMb,Discarded,0.1,Indefinite,2019-08-15
42745,lX2s12aN,Waiting,0.4,Indefinite,2019-08-15
42746,qNcHtDOs,Waiting,0.4,Indefinite,2019-08-15
42747,o5j5sW3y,Waiting,0.4,Indefinite,2019-08-15
42748,jv87b4pw,Discarded,0.1,Educational Seminars,2019-08-15
